v_id,lon,lat,typ,voltage,degree_centrality,pagerank,betweenness,combined_centrality,criticality_label
1,9.52257596986262,52.3604090557601,substation,220000;110000,0.0020920502092050207,0.0011276260770807197,0.0,0.00027732285204639653,Low
2,9.11321007472722,52.5438533223737,substation,220000,0.010460251046025104,0.002766124875902993,0.00019736322728349255,0.0013581142902660479,Severe
3,9.38974509624863,52.0263130660355,substation,380000;110000,0.010460251046025104,0.0020857548184989743,0.00017104813031236022,0.0012902493068213186,Severe
4,9.12526485228443,52.5382642243437,substation,380000;220000,0.010460251046025104,0.002401557121418172,0.0003947264545669851,0.001498611572242242,Severe
5,10.3662749375017,52.2846467462009,substation,380000;220000,0.016736401673640166,0.0020857548184989743,0.00010964623737971808,0.001842862674967546,Severe
6,9.91814864613865,52.3799963125719,substation,220000;110000,0.010460251046025104,0.002628589268139542,0.00012061086111768989,0.0012846512839518821,Severe
7,9.91720008106816,52.2781708137689,substation,380000;110000,0.0041841004184100415,0.0011276260770807197,0.0,0.00047864552906801947,Moderate
8,10.4149923381504,53.4126068830249,substation,380000;110000,0.008368200836820083,0.0011276260770807197,0.0,0.0008812908831112654,Severe
9,10.3787705903765,53.2197927685849,substation,380000;110000,0.0041841004184100415,0.0013671582624352834,4.385849495188723e-06,0.0004984578014159761,Moderate
10,12.9416466019288,52.5621144045848,substation,380000;220000;110000,0.014644351464435145,0.0012372914149538935,2.1929247475943617e-05,0.001510991131740197,Severe
11,13.2061057426421,52.6571349555645,substation,220000,0.0041841004184100415,0.0012686710747974645,0.0,0.0004881517339445444,Moderate
12,13.7096697058228,52.5397952580643,substation,380000;220000;110000,0.008368200836820083,0.003302712365986383,0.0,0.0010278881834138393,Severe
13,11.3704262486892,48.2914922329548,substation,380000;220000;110000,0.010460251046025104,0.0011276260770807197,0.0,0.0010826135601328885,Severe
14,11.8132328973194,48.2212664654998,substation,220000;110000,0.008368200836820083,0.0012610364081642742,1.3157548485566169e-05,0.0009012870944219698,Severe
15,11.8681562938884,48.2068029185353,substation,380000;220000,0.010460251046025104,0.002673399965049134,1.7543397980754893e-05,0.0012014689825973705,Severe
16,10.7610403785613,52.3677293804096,substation,380000,0.0041841004184100415,0.0011276260770807197,0.0,0.00047864552906801947,Moderate
17,13.4947633747219,52.5897644435618,substation,380000;110000,0.0041841004184100415,0.0011276260770807197,0.0,0.00047864552906801947,Moderate
18,13.6834769666546,54.1390906406635,substation,380000;220000,0.008368200836820083,0.0025648191892081017,4.824434444707596e-05,0.0010185054682413774,Severe
19,11.2939727001158,48.0520427719624,substation,220000;110000,0.0041841004184100415,0.0012610364081642742,4.385849495188723e-06,0.0004913053599617752,Moderate
20,9.98460981999728,53.741128776279,substation,380000;220000;110000,0.006276150627615062,0.0011276260770807197,0.0,0.0006799682060896424,High
21,10.1575015165126,53.5551316685834,substation,380000;110000,0.006276150627615062,0.002217741941041285,0.0,0.0007534402533774904,High
22,9.20210420095253,53.8951574100045,substation,380000;220000;110000,0.006276150627615062,0.0019266691727585082,1.7543397980754893e-05,0.0007484951800870599,High
23,9.98853660865951,53.766277668594,substation,220000;110000,0.010460251046025104,0.0018217805734143532,5.2630193942264676e-05,0.0011734167337326725,Severe
24,9.72699196993402,54.2914209867842,substation,220000;110000,0.008368200836820083,0.0031930663919418063,6.578774242783085e-05,0.0010755210751100144,Severe
25,9.34476098807139,53.9218370583068,substation,380000,0.008368200836820083,0.0015092164788209788,4.3858494951887234e-05,0.0009436913615126488,Severe
26,9.34400177215961,53.8517774635399,substation,380000;220000,0.0041841004184100415,0.0015551498648616337,1.3157548485566169e-05,0.0005184645119875613,Moderate
27,9.77654483874895,53.6906352606291,substation,380000;110000,0.0041841004184100415,0.0011276260770807197,0.0,0.00047864552906801947,Moderate
28,9.5296074037302,53.618990026717,substation,220000;110000,0.008368200836820083,0.001827611206692102,2.6315096971132338e-05,0.0009504778907191308,Severe
